,基金代码,基金简称,2021-07-14-单位净值,2021-07-14-累计净值,2021-07-13-单位净值,2021-07-13-累计净值,日增长值,日增长率,申购状态,赎回状态,手续费
1465,000928,中融国企改革混合,2.0910,2.0910,2.09,2.09,0.0010,0.05,开放申购,开放赎回,0.15%
1466,090016,大成消费主题混合,2.0230,2.28,2.0220,2.2790,0.0010,0.05,开放申购,开放赎回,0.15%
1467,531008,建信稳定增利债券A,1.8990,1.9010,1.8980,1.90,0.0010,0.05,开放申购,开放赎回,0.06%
1468,004189,华商消费行业股票,1.8813,1.3392,1.8804,1.3386,0.0009,0.05,开放申购,开放赎回,0.15%
1469,530008,建信稳定增利债券C,1.8380,2.1130,1.8370,2.1120,0.0010,0.05,开放申购,开放赎回,0.00%
1470,100035,富国优化增强债券A/B,1.8270,2.0420,1.8260,2.0410,0.0010,0.05,开放申购,开放赎回,0.08%
1471,008260,长城价值优选混合,1.7659,1.8487,1.7651,1.8479,0.0008,0.05,开放申购,开放赎回,0.15%
1472,007368,浙商沪港深精选混合A,1.7535,1.8295,1.7526,1.8286,0.0009,0.05,开放申购,开放赎回,0.15%
1473,007369,浙商沪港深精选混合C,1.7345,1.8085,1.7336,1.8076,0.0009,0.05,开放申购,开放赎回,0.00%
1474,008657,景顺长城科技创新混合,1.7041,1.7041,1.7033,1.7033,0.0008,0.05,开放申购,开放赎回,0.15%
1475,001518,万家瑞兴,1.7022,2.3422,1.7013,2.3413,0.0009,0.05,开放申购,开放赎回,0.15%
1476,008383,招商安心收益债券A,1.6855,1.6855,1.6847,1.6847,0.0008,0.05,限大额,开放赎回,0.03%
1477,217011,招商安心收益债券C,1.6772,2.0242,1.6764,2.0234,0.0008,0.05,限大额,开放赎回,0.00%
1478,005005,中金金泽A,1.6560,1.6560,1.6552,1.6552,0.0008,0.05,开放申购,开放赎回,0.15%
1479,005006,中金金泽C,1.6316,1.6316,1.6308,1.6308,0.0008,0.05,开放申购,开放赎回,0.00%
1480,530021,建信纯债债券A,1.4701,1.4701,1.4693,1.4693,0.0008,0.05,开放申购,开放赎回,0.08%
1481,531021,建信纯债债券C,1.4227,1.4227,1.4220,1.4220,0.0007,0.05,开放申购,开放赎回,0.00%
1482,005489,中金衡优灵活配置混合A,1.4053,1.4453,1.4046,1.4446,0.0007,0.05,限大额,开放赎回,0.15%
1483,160618,鹏华丰泽债券(LOF),1.3962,1.7612,1.3955,1.7605,0.0007,0.05,限大额,开放赎回,0.00%
1484,002490,金鹰元祺信用债,1.3806,1.4226,1.3799,1.4219,0.0007,0.05,开放申购,开放赎回,0.08%
1485,005562,创金合信红利低波动C,1.3621,1.3621,1.3614,1.3614,0.0007,0.05,开放申购,开放赎回,0.00%
1486,000694,鑫元鸿利债券,1.3399,1.3899,1.3392,1.3892,0.0007,0.05,开放申购,开放赎回,0.06%
1487,007338,前海联合泳辉纯债C,1.3169,1.3169,1.3163,1.3163,0.0006,0.05,开放申购,开放赎回,0.00%
1488,004452,汇添富年年丰定开混合C,1.3011,1.3011,1.3004,1.3004,0.0007,0.05,暂停申购,暂停赎回,0.00%
1489,007466,华泰柏瑞中证低波动ETF联接A,1.2983,1.2983,1.2977,1.2977,0.0006,0.05,开放申购,开放赎回,0.12%
1490,010147,博道嘉兴一年持有期混合,1.2747,1.2747,1.2740,1.2740,0.0007,0.05,开放申购,暂停赎回,0.15%
1491,003662,鹏华永盛一年定开债,1.2738,1.2738,1.2731,1.2731,0.0007,0.05,暂停申购,暂停赎回,0.06%
1492,000356,南方丰元信用增强债券C,1.2552,1.4755,1.2546,1.4749,0.0006,0.05,开放申购,开放赎回,0.00%
1493,010753,招商招旭纯债D,1.2190,1.2190,1.2184,1.2184,0.0006,0.05,限大额,开放赎回,0.60%
1494,003382,民生加银鑫享债券A,1.2034,1.2114,1.2028,1.2108,0.0006,0.05,限大额,开放赎回,0.08%
1495,003383,民生加银鑫享债券C,1.1885,1.1965,1.1879,1.1959,0.0006,0.05,限大额,开放赎回,0.00%
1496,003265,招商招坤纯债A,1.1816,1.1999,1.1810,1.1993,0.0006,0.05,限大额,开放赎回,0.08%
1497,004180,南方宏元定开债券A,1.1697,1.2087,1.1691,1.2081,0.0006,0.05,暂停申购,暂停赎回,0.80%
1498,004181,南方宏元定开债券C,1.1697,1.2087,1.1691,1.2081,0.0006,0.05,暂停申购,暂停赎回,0.00%
1499,004042,华夏鼎茂债券A,1.1657,1.2220,1.1651,1.2214,0.0006,0.05,限大额,开放赎回,0.08%
1500,004441,富荣富兴纯债,1.1636,1.2396,1.1630,1.2390,0.0006,0.05,开放申购,开放赎回,0.08%
1501,006316,平安惠诚纯债债券,1.1481,1.1981,1.1475,1.1975,0.0006,0.05,限大额,开放赎回,0.80%
1502,009423,招商瑞信稳健配置混合A,1.1422,1.1422,1.1416,1.1416,0.0006,0.05,开放申购,开放赎回,0.10%
1503,003854,汇安丰华混合A,1.1416,1.94,1.1410,1.9394,0.0006,0.05,开放申购,开放赎回,0.15%
1504,009424,招商瑞信稳健配置混合C,1.1358,1.1358,1.1352,1.1352,0.0006,0.05,开放申购,开放赎回,0.00%
1505,006828,银河久泰债券,1.1335,1.1335,1.1329,1.1329,0.0006,0.05,开放申购,开放赎回,0.80%
1506,519136,海富通瑞丰债券型,1.1310,1.1716,1.1304,1.1710,0.0006,0.05,开放申购,开放赎回,0.04%
1507,007828,创金合信信用红利债券A,1.1251,1.1251,1.1245,1.1245,0.0006,0.05,限大额,开放赎回,0.06%
1508,001963,中欧天禧债券,1.1209,1.1209,1.1203,1.1203,0.0006,0.05,暂停申购,开放赎回,0.08%
1509,000563,南方通利债券A,1.1206,1.4475,1.12,1.4469,0.0006,0.05,开放申购,开放赎回,0.08%
1510,000564,南方通利债券C,1.1202,1.4277,1.1196,1.4271,0.0006,0.05,开放申购,开放赎回,0.00%
1511,007829,创金合信信用红利债券C,1.1190,1.1190,1.1184,1.1184,0.0006,0.05,限大额,开放赎回,0.00%
1512,006708,永赢宏益债券C,1.1178,1.1253,1.1172,1.1247,0.0006,0.05,暂停申购,开放赎回,0.00%
1513,003285,国寿安保安康纯债债券,1.1176,1.2139,1.1170,1.2133,0.0006,0.05,开放申购,开放赎回,0.80%
1514,160617,鹏华丰润债券(LOF),1.1167,1.6412,1.1161,1.6406,0.0006,0.05,限大额,开放赎回,0.08%
1515,005383,富国绿色纯债一年定开债,1.1122,1.1922,1.1116,1.1916,0.0006,0.05,暂停申购,暂停赎回,0.08%
1516,006995,南方惠利6个月定开债A,1.1122,1.1122,1.1116,1.1116,0.0006,0.05,暂停申购,暂停赎回,0.80%
1517,003330,万家鑫安纯债债券C,1.1121,1.2079,1.1115,1.2073,0.0006,0.05,限大额,开放赎回,0.00%
1518,006875,创金合信恒兴中短债C,1.1111,1.1111,1.1106,1.1106,0.0005,0.05,限大额,开放赎回,0.00%
1519,003730,博时富华纯债债券,1.1111,1.2075,1.1105,1.2069,0.0006,0.05,限大额,开放赎回,0.08%
1520,006934,平安3-5年政策性金融债A,1.1092,1.1292,1.1087,1.1287,0.0005,0.05,开放申购,开放赎回,0.03%
1521,006935,平安3-5年政策性金融债C,1.1069,1.1269,1.1064,1.1264,0.0005,0.05,开放申购,开放赎回,0.00%
1522,006737,诺安恒惠债券,1.1046,1.1046,1.1041,1.1041,0.0005,0.05,开放申购,开放赎回,0.60%
1523,003280,鹏华丰恒债券,1.1043,1.1993,1.1037,1.1987,0.0006,0.05,限大额,开放赎回,0.08%
1524,006996,南方惠利6个月定开债C,1.1021,1.1021,1.1015,1.1015,0.0006,0.05,暂停申购,暂停赎回,0.00%
1525,002336,创金合信尊享纯债,1.1020,1.2080,1.1015,1.2075,0.0005,0.05,限大额,开放赎回,0.08%
1526,050027,博时信用债纯债债券A,1.1013,1.5323,1.1008,1.5318,0.0005,0.05,开放申购,开放赎回,0.08%
1527,005842,海富通弘丰定开债券,1.1013,1.1013,1.1007,1.1007,0.0006,0.05,开放申购,开放赎回,0.80%
1528,005234,广发汇吉3个月定开债,1.1009,1.1359,1.1004,1.1354,0.0005,0.05,暂停申购,暂停赎回,0.60%
1529,001911,博时裕恒纯债债券,1.0997,1.2420,1.0991,1.2414,0.0006,0.05,限大额,开放赎回,0.08%
1530,004564,北信瑞丰鼎利债券A,1.0992,1.0992,1.0987,1.0987,0.0005,0.05,开放申购,开放赎回,0.08%
1531,004155,中信保诚至泰中短债债券A,1.0987,1.0987,1.0982,1.0982,0.0005,0.05,开放申购,开放赎回,0.08%
1532,004826,平安惠悦纯债,1.0977,1.2007,1.0971,1.2001,0.0006,0.05,限大额,开放赎回,0.08%
1533,003519,万家鑫瑞纯债E,1.0968,1.2001,1.0963,1.1996,0.0005,0.05,限大额,开放赎回,0.00%
1534,006797,嘉实中短债债券A,1.0903,1.0903,1.0898,1.0898,0.0005,0.05,限大额,开放赎回,0.04%
1535,002704,德邦锐兴债券A,1.0890,1.1490,1.0885,1.1485,0.0005,0.05,限大额,开放赎回,0.06%
1536,001950,鹏华丰泰定开债B,1.0881,1.1778,1.0876,1.1773,0.0005,0.05,暂停申购,暂停赎回,0.00%
1537,005193,北信瑞丰鼎利债券C,1.0871,1.0871,1.0866,1.0866,0.0005,0.05,开放申购,开放赎回,0.00%
1538,003518,万家鑫瑞纯债A,1.0851,1.1781,1.0846,1.1776,0.0005,0.05,限大额,开放赎回,0.00%
1539,003023,博时景发纯债债券,1.0841,1.1264,1.0836,1.1259,0.0005,0.05,开放申购,开放赎回,0.08%
1540,005573,东吴悦秀纯债债券A,1.0839,1.1139,1.0834,1.1134,0.0005,0.05,开放申购,开放赎回,0.05%
1541,009992,景顺长城量化成长演化混合,1.0832,1.0832,1.0827,1.0827,0.0005,0.05,开放申购,开放赎回,0.15%
1542,006798,嘉实中短债债券C,1.0812,1.0812,1.0807,1.0807,0.0005,0.05,限大额,开放赎回,0.00%
1543,003949,兴全稳泰债券A,1.0765,1.2057,1.0760,1.2052,0.0005,0.05,限大额,开放赎回,0.06%
1544,007260,国投瑞银顺祺纯债,1.0762,1.0762,1.0757,1.0757,0.0005,0.05,开放申购,开放赎回,0.80%
1545,004101,国泰民安增益纯债A,1.0746,1.1105,1.0741,1.11,0.0005,0.05,限大额,开放赎回,0.06%
1546,007878,惠升和风纯债C,1.0728,1.0868,1.0723,1.0863,0.0005,0.05,开放申购,开放赎回,0.00%
1547,007102,民生加银添鑫纯债A,1.0718,1.0718,1.0713,1.0713,0.0005,0.05,开放申购,开放赎回,0.04%
1548,005590,汇添富鑫永定开债A,1.0710,1.1618,1.0705,1.1613,0.0005,0.05,暂停申购,暂停赎回,0.06%
1549,006222,平安惠兴债券,1.0701,1.1181,1.0696,1.1176,0.0005,0.05,限大额,开放赎回,0.80%
1550,007445,国投瑞银顺悦债券,1.0698,1.0698,1.0693,1.0693,0.0005,0.05,开放申购,开放赎回,0.80%
1551,008475,招商民安增益债券A,1.0668,1.0668,1.0663,1.0663,0.0005,0.05,开放申购,开放赎回,0.08%
1552,000289,鹏华丰泰定开债A,1.0662,1.4474,1.0657,1.4469,0.0005,0.05,暂停申购,暂停赎回,0.08%
1553,007545,太平恒安三个月定开债,1.0657,1.0907,1.0652,1.0902,0.0005,0.05,暂停申购,暂停赎回,0.05%
1554,006325,招商添荣3个月定开债A,1.0652,1.1072,1.0647,1.1067,0.0005,0.05,暂停申购,暂停赎回,0.30%
1555,005591,汇添富鑫永定开债C,1.0651,1.0651,1.0646,1.0646,0.0005,0.05,暂停申购,暂停赎回,0.00%
1556,008204,交银稳利中短债债券A,1.0647,1.0647,1.0642,1.0642,0.0005,0.05,限大额,开放赎回,0.03%
1557,007103,民生加银添鑫纯债C,1.0640,1.0640,1.0635,1.0635,0.0005,0.05,开放申购,开放赎回,0.00%
1558,006776,华夏鼎略债券A,1.0637,1.0787,1.0632,1.0782,0.0005,0.05,限大额,开放赎回,0.80%
1559,006340,国泰民安增益纯债C,1.0634,1.0721,1.0629,1.0716,0.0005,0.05,限大额,开放赎回,0.00%
1560,009287,惠升和裕纯债债券A,1.0634,1.0634,1.0629,1.0629,0.0005,0.05,开放申购,开放赎回,0.80%
1561,002997,工银瑞享纯债债券,1.0633,1.1888,1.0628,1.1883,0.0005,0.05,限大额,开放赎回,0.80%
1562,002198,博时裕达纯债债券,1.0622,1.2238,1.0617,1.2233,0.0005,0.05,限大额,开放赎回,0.08%
1563,007636,银河天盈中短债C,1.0610,1.0610,1.0605,1.0605,0.0005,0.05,限大额,开放赎回,0.00%
1564,007427,永赢凯利债券,1.0603,1.0854,1.0598,1.0849,0.0005,0.05,暂停申购,开放赎回,0.80%
1565,005896,平安合慧定开债,1.0594,1.0979,1.0589,1.0974,0.0005,0.05,暂停申购,暂停赎回,0.80%
1566,003395,安信尊享纯债,1.0586,1.1911,1.0581,1.1906,0.0005,0.05,暂停申购,开放赎回,0.08%
1567,008787,融通中债1-3年国开行债券指数A,1.0566,1.0566,1.0561,1.0561,0.0005,0.05,开放申购,开放赎回,0.40%
1568,003638,安信永鑫增强债券C,1.0561,1.2141,1.0556,1.2136,0.0005,0.05,开放申购,开放赎回,0.00%
1569,006902,长盛安鑫中短债A,1.0561,1.0777,1.0556,1.0772,0.0005,0.05,开放申购,开放赎回,0.05%
1570,003637,安信永鑫增强债券A,1.0556,1.2216,1.0551,1.2211,0.0005,0.05,开放申购,开放赎回,0.06%
1571,006509,国联安增盈纯债A,1.0551,1.0761,1.0546,1.0756,0.0005,0.05,限大额,开放赎回,0.60%
1572,003824,天弘信利债券A,1.0550,1.1848,1.0545,1.1843,0.0005,0.05,限大额,开放赎回,0.08%
1573,006032,创金合信汇泽三个月定开债券,1.0547,1.0547,1.0542,1.0542,0.0005,0.05,开放申购,开放赎回,0.08%
1574,007738,淳厚稳惠债券A,1.0537,1.0555,1.0532,1.0550,0.0005,0.05,暂停申购,开放赎回,0.80%
1575,005439,易方达恒安定开债发起式,1.0522,1.1342,1.0517,1.1337,0.0005,0.05,暂停申购,暂停赎回,0.80%
1576,005725,国投瑞银恒泽中短债A,1.0521,1.0841,1.0516,1.0836,0.0005,0.05,限大额,开放赎回,0.035%
1577,007327,前海联合泳辉纯债A,1.0515,1.0515,1.0510,1.0510,0.0005,0.05,开放申购,开放赎回,0.08%
1578,007604,景顺长城中短债C,1.0511,1.0511,1.0506,1.0506,0.0005,0.05,开放申购,开放赎回,0.00%
1579,007544,鹏华尊晟定期开放发起式债券,1.0509,1.0624,1.0504,1.0619,0.0005,0.05,暂停申购,暂停赎回,0.80%
1580,006332,招商金鸿债券A,1.05,1.1240,1.0495,1.1235,0.0005,0.05,限大额,开放赎回,0.08%
1581,007447,平安惠泰纯债,1.0484,1.0834,1.0479,1.0829,0.0005,0.05,开放申购,开放赎回,0.80%
1582,007584,鹏华丰鑫债券,1.0482,1.0842,1.0477,1.0837,0.0005,0.05,暂停申购,开放赎回,0.80%
1583,005736,中欧兴华债券,1.0481,1.1238,1.0476,1.1233,0.0005,0.05,暂停申购,暂停赎回,0.08%
1584,004601,博时富腾纯债债券,1.0472,1.1984,1.0467,1.1979,0.0005,0.05,限大额,开放赎回,0.08%
1585,675093,西部利得祥逸债券C,1.0471,1.0911,1.0466,1.0906,0.0005,0.05,开放申购,开放赎回,0.00%
1586,005384,银河铭忆3个月定开债券,1.0471,1.1549,1.0466,1.1544,0.0005,0.05,开放申购,开放赎回,0.80%
1587,002735,泓德裕荣纯债债券C,1.0470,1.1860,1.0465,1.1855,0.0005,0.05,开放申购,开放赎回,0.00%
1588,006333,招商金鸿债券C,1.0468,1.1152,1.0463,1.1147,0.0005,0.05,限大额,开放赎回,0.00%
1589,003102,长盛盛裕纯债A,1.0465,1.1358,1.0460,1.1353,0.0005,0.05,限大额,开放赎回,0.08%
1590,009784,安信尊享添利利率债A,1.0463,1.0463,1.0458,1.0458,0.0005,0.05,开放申购,开放赎回,0.04%
1591,007329,上投摩根瑞益纯债A,1.0461,1.0461,1.0456,1.0456,0.0005,0.05,开放申购,开放赎回,0.08%
1592,531028,建信短债债券A,1.0460,1.0460,1.0455,1.0455,0.0005,0.05,限大额,开放赎回,0.03%
1593,008042,兴业中证银行50金融债指数A,1.0458,1.0558,1.0453,1.0553,0.0005,0.05,开放申购,开放赎回,0.05%
1594,006505,永赢祥益债券A,1.0452,1.0970,1.0447,1.0965,0.0005,0.05,暂停申购,开放赎回,0.80%
1595,007208,中邮中债1-3年久期央企20A,1.0448,1.0758,1.0443,1.0753,0.0005,0.05,暂停申购,开放赎回,0.50%
1596,007870,鹏华尊信3个月定开发起式债券,1.0447,1.0787,1.0442,1.0782,0.0005,0.05,开放申购,暂停赎回,0.80%
1597,009450,中金新辉1年,1.0447,1.0447,1.0442,1.0442,0.0005,0.05,开放申购,开放赎回,0.60%
1598,009785,安信尊享添利利率债C,1.0443,1.0443,1.0438,1.0438,0.0005,0.05,开放申购,开放赎回,0.00%
1599,008043,兴业中证银行50金融债指数C,1.0440,1.0540,1.0435,1.0535,0.0005,0.05,开放申购,开放赎回,0.00%
1600,006629,招商鑫悦中短债A,1.0435,1.1094,1.0430,1.1089,0.0005,0.05,限大额,开放赎回,0.05%
1601,008864,鑫元中短债A,1.0435,1.0435,1.0430,1.0430,0.0005,0.05,开放申购,开放赎回,0.03%
1602,004655,汇添富鑫汇定开债券A,1.0432,1.1611,1.0427,1.1606,0.0005,0.05,暂停申购,暂停赎回,0.60%
1603,008352,交银裕坤纯债一年定开,1.0427,1.0427,1.0422,1.0422,0.0005,0.05,暂停申购,暂停赎回,0.80%
1604,007330,上投摩根瑞益纯债C,1.0422,1.0422,1.0417,1.0417,0.0005,0.05,开放申购,开放赎回,0.00%
1605,007588,浙商丰裕纯债债券C,1.0416,1.0416,1.0411,1.0411,0.0005,0.05,暂停申购,开放赎回,0.00%
1606,003547,鹏华丰禄债券,1.0414,1.2824,1.0409,1.2819,0.0005,0.05,限大额,开放赎回,0.08%
1607,004920,富国泓利纯债发起式A,1.0413,1.2103,1.0408,1.2098,0.0005,0.05,限大额,开放赎回,0.08%
1608,006506,永赢祥益债券C,1.0407,1.0912,1.0402,1.0907,0.0005,0.05,暂停申购,开放赎回,0.00%
1609,007877,惠升和风纯债A,1.04,1.0540,1.0395,1.0535,0.0005,0.05,开放申购,开放赎回,0.08%
1610,007576,华夏鼎琪三个月定开债券,1.0394,1.0959,1.0389,1.0954,0.0005,0.05,封闭期,封闭期,0.08%
1611,007587,浙商丰裕纯债债券A,1.0392,1.0392,1.0387,1.0387,0.0005,0.05,暂停申购,开放赎回,0.08%
1612,007955,民生加银鑫享债券D,1.0386,1.0386,1.0381,1.0381,0.0005,0.05,开放申购,开放赎回,0.00%
1613,006134,富国金融债债券型,1.0380,1.1090,1.0375,1.1085,0.0005,0.05,开放申购,开放赎回,0.80%
1614,004656,汇添富鑫汇定开债券C,1.0379,1.1438,1.0374,1.1433,0.0005,0.05,暂停申购,暂停赎回,0.00%
1615,007996,博时富顺纯债债券,1.0379,1.0748,1.0374,1.0743,0.0005,0.05,限大额,开放赎回,0.08%
1616,002633,鑫元双债增强债券C,1.0377,1.1176,1.0372,1.1171,0.0005,0.05,限大额,开放赎回,0.00%
1617,007373,永赢卓利债券,1.0370,1.0641,1.0365,1.0636,0.0005,0.05,暂停申购,开放赎回,0.80%
1618,008549,汇安中债-广西信用债A,1.0367,1.0521,1.0362,1.0516,0.0005,0.05,暂停申购,开放赎回,0.08%
1619,007324,鑫元中债1-3年国开债指数A,1.0366,1.0436,1.0361,1.0431,0.0005,0.05,开放申购,开放赎回,0.60%
1620,005690,中银安享债券,1.0365,1.0912,1.0360,1.0907,0.0005,0.05,开放申购,开放赎回,0.08%
1621,006609,申万菱信安泰瑞利中短债A,1.0363,1.0673,1.0358,1.0668,0.0005,0.05,暂停申购,开放赎回,0.04%
1622,007987,鹏华丰庆债券,1.0362,1.0550,1.0357,1.0545,0.0005,0.05,暂停申购,开放赎回,0.80%
1623,007691,永赢泽利一年定开,1.0357,1.0357,1.0352,1.0352,0.0005,0.05,暂停申购,暂停赎回,0.80%
1624,009637,招商信用添利债券(LOF)C,1.0351,1.0781,1.0346,1.0776,0.0005,0.05,限大额,开放赎回,0.00%
1625,007176,富国泓利纯债发起式C,1.0341,1.1341,1.0336,1.1336,0.0005,0.05,限大额,开放赎回,0.00%
1626,005898,浦银安盛盛泽定开债券,1.0338,1.1058,1.0333,1.1053,0.0005,0.05,暂停申购,暂停赎回,0.80%
1627,004463,鹏华丰玉债券,1.0337,1.1918,1.0332,1.1913,0.0005,0.05,限大额,开放赎回,0.08%
1628,005854,财通汇利纯债,1.0334,1.1322,1.0329,1.1317,0.0005,0.05,暂停申购,开放赎回,0.80%
1629,005208,国寿安保安裕纯债半年定开债,1.0329,1.1863,1.0324,1.1858,0.0005,0.05,暂停申购,暂停赎回,0.08%
1630,007240,申万菱信安泰瑞利中短债C,1.0329,1.0598,1.0324,1.0593,0.0005,0.05,暂停申购,开放赎回,0.00%
1631,007692,永赢鼎利债券A,1.0329,1.0329,1.0324,1.0324,0.0005,0.05,暂停申购,开放赎回,0.80%
1632,008788,融通中债1-3年国开行债券指数C,1.0325,1.0325,1.0320,1.0320,0.0005,0.05,开放申购,开放赎回,0.00%
1633,007302,华宝宝盛纯债债券,1.0320,1.0740,1.0315,1.0735,0.0005,0.05,暂停申购,开放赎回,0.80%
1634,004027,广发景源纯债A,1.0317,1.2154,1.0312,1.2149,0.0005,0.05,限大额,开放赎回,0.80%
1635,003162,博时富宁纯债债券,1.0316,1.1829,1.0311,1.1824,0.0005,0.05,限大额,开放赎回,0.08%
1636,006599,国寿安保安丰纯债债券,1.0315,1.0885,1.0310,1.0880,0.0005,0.05,开放申购,开放赎回,0.08%
1637,007693,永赢鼎利债券C,1.0313,1.0313,1.0308,1.0308,0.0005,0.05,暂停申购,开放赎回,0.00%
1638,686868,浙商聚盈纯债A,1.0310,1.3918,1.0305,1.3913,0.0005,0.05,限大额,开放赎回,0.08%
1639,161713,招商信用添利债券(LOF)A,1.0310,1.7786,1.0305,1.7781,0.0005,0.05,限大额,开放赎回,0.08%
1640,004168,博时富嘉纯债债券,1.0308,1.1758,1.0303,1.1753,0.0005,0.05,限大额,开放赎回,0.08%
1641,008465,蜂巢添益纯债A,1.0307,1.0407,1.0302,1.0402,0.0005,0.05,开放申购,开放赎回,0.06%
1642,686869,浙商聚盈纯债C,1.0305,1.3621,1.03,1.3616,0.0005,0.05,限大额,开放赎回,0.00%
1643,008940,华泰紫金月月购3月滚动债C,1.0304,1.0304,1.0299,1.0299,0.0005,0.05,开放申购,开放赎回,0.00%
1644,009288,惠升和裕纯债债券C,1.0301,1.0301,1.0296,1.0296,0.0005,0.05,开放申购,开放赎回,0.00%
1645,008466,蜂巢添益纯债C,1.0301,1.0401,1.0296,1.0396,0.0005,0.05,开放申购,开放赎回,0.00%
1646,008559,永赢邦利债券C,1.0297,1.0447,1.0292,1.0442,0.0005,0.05,开放申购,开放赎回,0.00%
1647,005407,华夏鼎泰六个月定开债A,1.0292,1.1599,1.0287,1.1594,0.0005,0.05,封闭期,封闭期,0.08%
1648,007616,富国投资级信用债债券型A,1.0291,1.0721,1.0286,1.0716,0.0005,0.05,限大额,开放赎回,0.08%
1649,005442,兴业安和6个月定开债,1.0290,1.1295,1.0285,1.1290,0.0005,0.05,暂停申购,暂停赎回,0.60%
1650,004028,广发景源纯债C,1.0289,1.1969,1.0284,1.1964,0.0005,0.05,限大额,开放赎回,0.00%
1651,006812,大成惠福债券,1.0288,1.0488,1.0283,1.0483,0.0005,0.05,开放申购,开放赎回,0.80%
1652,005838,创金合信中债1-3年政金债A,1.0287,1.0347,1.0282,1.0342,0.0005,0.05,开放申购,开放赎回,0.05%
1653,008965,华泰紫金中债1-5年国开债指数C,1.0280,1.0280,1.0275,1.0275,0.0005,0.05,暂停申购,开放赎回,0.00%
1654,000839,上投摩根纯债丰利债券A,1.0279,1.1969,1.0274,1.1964,0.0005,0.05,开放申购,开放赎回,0.08%
1655,006625,汇安嘉鑫纯债债券,1.0278,1.2388,1.0873,1.2383,0.0005,0.05,暂停申购,开放赎回,0.08%
1656,006772,汇添富丰润中短债,1.0271,1.0831,1.0266,1.0826,0.0005,0.05,开放申购,开放赎回,0.04%
1657,007256,广发汇阳三个月定期开放债券,1.0266,1.0546,1.0282,1.0541,0.0005,0.05,暂停申购,暂停赎回,0.60%
1658,004238,永赢瑞益债券,1.0261,1.2548,1.0256,1.2543,0.0005,0.05,限大额,开放赎回,0.80%
1659,009256,民生加银鑫通债券,1.0255,1.0255,1.0250,1.0250,0.0005,0.05,暂停申购,开放赎回,0.80%
1660,003811,中金金利A,1.0252,1.1657,1.0547,1.1652,0.0005,0.05,开放申购,开放赎回,0.10%
1661,005377,华安鼎瑞定开债发起式,1.0246,1.1528,1.0241,1.1523,0.0005,0.05,暂停申购,暂停赎回,0.80%
1662,007618,富国投资级信用债债券型D,1.0244,1.0674,1.0239,1.0669,0.0005,0.05,限大额,开放赎回,0.00%
1663,007958,华泰柏瑞益通三个月定开债,1.0243,1.0526,1.0238,1.0521,0.0005,0.05,暂停申购,暂停赎回,0.80%
1664,005369,富国臻利纯债定开债券,1.0240,1.1655,1.0235,1.1650,0.0005,0.05,暂停申购,暂停赎回,0.60%
1665,003002,国金及第中短债债券,1.0238,1.0238,1.0233,1.0233,0.0005,0.05,开放申购,开放赎回,0.00%
1666,006037,国泰瑞和纯债债券,1.0238,1.1308,1.0233,1.1303,0.0005,0.05,限大额,开放赎回,0.60%
1667,006219,海富通鼎丰定开债券,1.0236,1.1356,1.0231,1.1351,0.0005,0.05,暂停申购,暂停赎回,0.80%
1668,005862,华夏鼎禄三个月定开债券A,1.0236,1.1188,1.0231,1.1183,0.0005,0.05,封闭期,封闭期,0.08%
1669,006960,浦银中债3-5年农发债指数C,1.0229,1.0329,1.0224,1.0324,0.0005,0.05,开放申购,开放赎回,0.00%
1670,006146,前海开源鼎欣债券C,1.0228,1.5528,1.0223,1.5523,0.0005,0.05,开放申购,开放赎回,0.00%
1671,009924,中银中债1-5年国开债指数,1.0228,1.0228,1.0223,1.0223,0.0005,0.05,开放申购,开放赎回,0.40%
1672,003445,中加丰享纯债债券,1.0227,1.1867,1.0222,1.1862,0.0005,0.05,限大额,开放赎回,0.80%
1673,007768,信达澳银安盛纯债,1.0225,1.0225,1.0220,1.0220,0.0005,0.05,开放申购,开放赎回,0.08%
1674,009495,大成景轩中高等级债券A,1.0223,1.0223,1.0218,1.0218,0.0005,0.05,开放申购,开放赎回,0.80%
1675,003014,中融恒泰纯债C,1.0222,1.1922,1.0607,1.1917,0.0005,0.05,开放申购,开放赎回,0.00%
1676,002928,长盛盛和纯债C,1.0217,1.1061,1.0212,1.1056,0.0005,0.05,限大额,开放赎回,0.00%
1677,009434,淳厚稳嘉债券A,1.0212,1.0212,1.0207,1.0207,0.0005,0.05,暂停申购,开放赎回,0.80%
1678,009356,博时季季乐持有期债券A,1.0210,1.0414,1.0205,1.0409,0.0005,0.05,开放申购,开放赎回,0.03%
1679,007907,富荣富开1-3年国开债纯债C,1.0208,1.0671,1.0203,1.0666,0.0005,0.05,开放申购,开放赎回,0.00%
1680,003812,中金金利C,1.0206,1.1617,1.0501,1.1612,0.0005,0.05,开放申购,开放赎回,0.00%
1681,005667,易方达富财纯债,1.0205,1.1025,1.02,1.1020,0.0005,0.05,暂停申购,开放赎回,0.08%
1682,009496,大成景轩中高等级债券C,1.0204,1.0204,1.0199,1.0199,0.0005,0.05,开放申购,开放赎回,0.00%
1683,006473,招商中债1-5年进出口行A,1.0203,1.0828,1.0198,1.0823,0.0005,0.05,开放申购,开放赎回,0.05%
1684,005839,创金合信中债1-3年政金债C,1.0203,1.0263,1.0198,1.0258,0.0005,0.05,开放申购,开放赎回,0.00%
